Speed

Station: 4948 speed scores and cummulative difference from calculated score
Entry,4948-1,4948-2,4948-3,Calc'd Score,4948-1 Diff,4948-2 Diff,4948-3 Diff
4996,120,39,37,37,37.0,2.0,0.0,0.0
4996,114,55,55,54,55.0,0.0,0.0,1.0
4996,103,49,48,48,48.0,1.0,0.0,0.0
4997,115,62,61,62,62.0,0.0,1.0,0.0
4997,121,63,63,64,63.0,0.0,0.0,1.0
4997,100,72,73,71,72.5,0.5,0.5,1.5
4998,95,59,60,60,60.0,1.0,0.0,0.0
4998,106,64,64,64,64.0,0.0,0.0,0.0
4998,104,80,80,83,80.0,0.0,0.0,3.0
4999,112,54,55,54,54.0,0.0,1.0,0.0
4999,102,61,59,63,62.0,1.0,3.0,1.0
4999,97,63,64,63,63.0,0.0,1.0,0.0
5000,101,52,60,50,51.0,1.0,9.0,1.0
5000,99,67,66,67,67.0,0.0,1.0,0.0
5001,125,61,60,60,60.0,1.0,0.0,0.0
5001,110,62,62,61,62.0,0.0,0.0,1.0
5001,108,77,77,77,77.0,0.0,0.0,0.0

Event: SRSE60_F_8
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5002,262,83,85,85,85.0,2.0,0.0,0.0
5003,264,113,113,112,113.0,0.0,0.0,1.0
5004,265,99,99,100,99.0,0.0,0.0,1.0
5005,266,116,114,126,115.0,1.0,1.0,11.0
5006,263,81,77,80,80.5,0.5,3.5,0.5

Event: SRSE60_F_10 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5002,300,131,131,131,131.0,0.0,0.0,0.0
5002,293,111,111,111,111.0,0.0,0.0,0.0
5003,305,106,106,102,106.0,0.0,0.0,4.0
5003,286,111,112,111,111.0,0.0,1.0,0.0
5003,297,76,78,76,76.0,0.0,2.0,0.0
5004,285,114,114,117,114.0,0.0,0.0,3.0
5004,290,121,121,121,121.0,0.0,0.0,0.0
5004,307,94,94,94,94.0,0.0,0.0,0.0
5005,295,94,97,94,94.0,0.0,3.0,0.0
5005,298,133,133,134,133.0,0.0,0.0,1.0
5006,299,126,125,125,125.0,1.0,0.0,0.0
5006,287,103,101,103,103.0,0.0,2.0,0.0
5007,306,93,94,93,93.0,0.0,1.0,0.0
5008,303,128,127,129,128.5,0.5,1.5,0.5
5008,292,87,88,89,88.5,1.5,0.5,0.5
5009,304,92,92,92,92.0,0.0,0.0,0.0
5009,296,129,128,127,128.5,0.5,0.5,1.5
5010,302,107,110,100,108.5,1.5,1.5,8.5
5010,289,93,93,92,93.0,0.0,0.0,1.0
5011,294,128,128,128,128.0,0.0,0.0,0.0
5011,301,86,87,84,86.5,0.5,0.5,2.5

Event: SRSE60_F_7 and under
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5002,254,106,106,106,106.0,0.0,0.0,0.0
5003,261,32,32,30,32.0,0.0,0.0,2.0
5004,259,114,114,114,114.0,0.0,0.0,0.0
5005,252,110,110,110,110.0,0.0,0.0,0.0
5006,258,80,80,80,80.0,0.0,0.0,0.0
5007,256,125,125,125,125.0,0.0,0.0,0.0
5008,255,123,123,123,123.0,0.0,0.0,0.0
5009,257,102,102,102,102.0,0.0,0.0,0.0
5010,253,94,97,92,93.0,1.0,4.0,1.0
5011,260,145,145,145,145.0,0.0,0.0,0.0

Event: SRSR_X_12-15
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5042,1273,254,254,254,254.0,0.0,0.0,0.0
5043,1275,280,273,280,280.0,0.0,7.0,0.0
5044,1277,302,302,301,302.0,0.0,0.0,1.0
5045,1278,205,202,205,205.0,0.0,3.0,0.0
5045,1276,317,317,317,317.0,0.0,0.0,0.0
5046,1274,317,317,316,317.0,0.0,0.0,1.0
5046,1279,212,212,215,212.0,0.0,0.0,3.0

Event: SRSR_F_9-10
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5041,1236,279,259,280,279.5,0.5,20.5,0.5
5042,1233,201,201,201,201.0,0.0,0.0,0.0
5043,1798,213,211,211,211.0,2.0,0.0,0.0
5044,1235,270,270,253,270.0,0.0,0.0,17.0
5045,1232,248,249,247,248.5,0.5,0.5,1.5
5046,1234,193,193,194,193.0,0.0,0.0,1.0
5047,1231,269,270,267,269.5,0.5,0.5,2.5

Event: SRSS_F_12+
StationID,Entry,1,2,3,4,Calc'd Score,1 Diff,2 Diff,3 Diff,4 Diff
5089,1845,97,97,97,97,97.0,0.0,0.0,0.0,0.0
5090,1846,98,98,98,98,98.0,0.0,0.0,0.0,0.0
5091,1847,98,98,98,98,98.0,0.0,0.0,0.0,0.0
5092,1848,96,96,97,95,96.0,0.0,0.0,1.0,1.0
5093,1849,101,101,101,101,101.0,0.0,0.0,0.0,0.0
5094,1844,97,97,97,94,97.0,0.0,0.0,0.0,3.0

Event: SRDR_X_16+ (allow younger)
StationID,Entry,1,2,3,4,Calc'd Score,1 Diff,2 Diff,3 Diff,4 Diff
5101,1856,179,179,180,179,179.0,0.0,0.0,1.0,0.0
5102,1857,177,177,177,176,177.0,0.0,0.0,0.0,1.0
5103,1858,146,144,144,144,144.0,2.0,0.0,0.0,0.0
5104,1859,152,152,152,152,152.0,0.0,0.0,0.0,0.0
5105,1938,134,134,135,134,134.0,0.0,0.0,1.0,0.0
5106,1939,154,154,154,154,154.0,0.0,0.0,0.0,0.0

Event: SRSE_F_30-39
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4940,486,309,309,309,309.0,0.0,0.0,0.0
4941,487,307,286,305,306.0,1.0,20.0,1.0
4942,483,293,292,293,293.0,0.0,1.0,0.0
4943,484,296,296,296,296.0,0.0,0.0,0.0
4944,485,350,350,350,350.0,0.0,0.0,0.0
4945,488,236,235,236,236.0,0.0,1.0,0.0

Event: SRSS_M_7 and under
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4932,643,62,61,56,61.5,0.5,0.5,5.5
4933,646,27,29,28,28.5,1.5,0.5,0.5
4934,641,68,68,68,68.0,0.0,0.0,0.0
4935,642,55,58,54,54.5,0.5,3.5,0.5
4936,645,60,59,59,59.0,1.0,0.0,0.0
4937,644,38,37,38,38.0,0.0,1.0,0.0

Event: SRSS_F_7 and under
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4930,5,57,58,57,57.0,0.0,1.0,0.0
4931,4,64,64,64,64.0,0.0,0.0,0.0
4932,7,40,35,40,40.0,0.0,5.0,0.0
4933,8,59,59,59,59.0,0.0,0.0,0.0
4934,1,57,57,57,57.0,0.0,0.0,0.0
4935,6,63,64,63,63.0,0.0,1.0,0.0
4936,2,49,46,52,50.5,1.5,4.5,1.5
4937,10,23,23,24,23.0,0.0,0.0,1.0
4938,3,54,54,54,54.0,0.0,0.0,0.0
4939,9,74,74,72,74.0,0.0,0.0,2.0

Event: SRSS_F_9 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4930,23,68,68,68,68.0,0.0,0.0,0.0
4930,20,48,48,48,48.0,0.0,0.0,0.0
4931,29,65,65,66,65.0,0.0,0.0,1.0
4932,32,63,63,63,63.0,0.0,0.0,0.0
4933,33,47,49,49,49.0,2.0,0.0,0.0
4933,18,74,74,74,74.0,0.0,0.0,0.0
4934,30,43,43,43,43.0,0.0,0.0,0.0
4934,19,73,73,73,73.0,0.0,0.0,0.0
4935,28,70,71,70,70.0,0.0,1.0,0.0
4935,21,69,69,69,69.0,0.0,0.0,0.0
4936,31,45,44,46,45.5,0.5,1.5,0.5
4936,22,45,45,46,45.0,0.0,0.0,1.0
4937,17,74,74,74,74.0,0.0,0.0,0.0
4937,26,51,50,50,50.0,1.0,0.0,0.0
4938,27,57,57,58,57.0,0.0,0.0,1.0
4938,24,55,56,56,56.0,1.0,0.0,0.0
4939,16,71,71,71,71.0,0.0,0.0,0.0
4939,25,58,57,54,57.5,0.5,0.5,3.5

Event: SRDR_F_30+
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4951,1073,110,110,112,110.0,0.0,0.0,2.0
4952,1072,136,136,136,136.0,0.0,0.0,0.0
4953,1070,145,144,143,144.5,0.5,0.5,1.5
4954,1069,132,131,135,131.5,0.5,0.5,3.5
4955,1074,68,70,124,69.0,1.0,1.0,55.0

Event: SRDR_F_19+
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4951,1061,131,131,132,131.0,0.0,0.0,1.0
4952,1063,149,152,152,152.0,3.0,0.0,0.0
4953,1060,142,141,138,141.5,0.5,0.5,3.5
4954,1062,150,150,153,150.0,0.0,0.0,3.0
4955,1059,169,169,169,169.0,0.0,0.0,0.0
4956,1058,190,190,190,190.0,0.0,0.0,0.0
4957,1065,132,133,131,132.5,0.5,0.5,1.5
4958,1048,176,175,173,175.5,0.5,0.5,2.5
4960,1066,137,132,138,137.5,0.5,5.5,0.5

Event: SRSS_F_40-49
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4992,243,43,43,42,43.0,0.0,0.0,1.0
4993,244,66,65,65,65.0,1.0,0.0,0.0
4994,242,67,67,64,67.0,0.0,0.0,3.0
4995,245,29,28,30,29.5,0.5,1.5,0.5
4996,241,72,71,72,72.0,0.0,1.0,0.0

Event: SRSS_F_18 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4992,214,83,83,83,83.0,0.0,0.0,0.0
4993,211,98,99,97,98.5,0.5,0.5,1.5
4994,213,66,65,64,65.5,0.5,0.5,1.5
4995,207,98,98,98,98.0,0.0,0.0,0.0
4996,208,82,82,83,82.0,0.0,0.0,1.0
4999,212,80,71,79,79.5,0.5,8.5,0.5
5000,209,75,76,75,75.0,0.0,1.0,0.0
5001,210,85,85,85,85.0,0.0,0.0,0.0

Event: SRSS_M_11 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4992,682,56,54,54,54.0,2.0,0.0,0.0
4992,676,50,50,50,50.0,0.0,0.0,0.0
4993,677,58,58,58,58.0,0.0,0.0,0.0
4993,681,68,69,0,68.5,0.5,0.5,68.5
4994,678,46,46,46,46.0,0.0,0.0,0.0
4995,675,73,73,76,73.0,0.0,0.0,3.0
4996,673,67,66,67,67.0,0.0,1.0,0.0
4997,680,40,41,40,40.0,0.0,1.0,0.0
4998,672,76,76,75,76.0,0.0,0.0,1.0
4999,684,75,75,75,75.0,0.0,0.0,0.0
5000,679,57,57,55,57.0,0.0,0.0,2.0
5001,683,77,76,77,77.0,0.0,1.0,0.0
5001,674,72,72,72,72.0,0.0,0.0,0.0

Event: SRSE60_M_10 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5002,753,116,116,116,116.0,0.0,0.0,0.0
5003,746,128,129,124,128.5,0.5,0.5,4.5
5004,748,117,116,115,116.5,0.5,0.5,1.5
5005,749,131,130,131,131.0,0.0,1.0,0.0
5006,747,106,106,106,106.0,0.0,0.0,0.0
5007,744,135,135,136,135.0,0.0,0.0,1.0
5008,750,113,113,113,113.0,0.0,0.0,0.0
5010,751,110,109,110,110.0,0.0,1.0,0.0
5011,745,106,108,107,107.5,1.5,0.5,0.5

Event: SRSE60_M_9 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5003,741,80,81,80,80.0,0.0,1.0,0.0
5004,736,102,102,102,102.0,0.0,0.0,0.0
5005,742,128,127,130,127.5,0.5,0.5,2.5
5006,739,114,114,114,114.0,0.0,0.0,0.0
5007,740,99,98,98,98.0,1.0,0.0,0.0
5008,737,116,116,120,116.0,0.0,0.0,4.0
5009,743,122,122,122,122.0,0.0,0.0,0.0
5010,738,117,119,117,117.0,0.0,2.0,0.0

Event: SRSR2x30_F_8 and under
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5042,906,116,116,116,116.0,0.0,0.0,0.0
5043,904,105,101,103,104.0,1.0,3.0,1.0
5044,909,116,117,118,117.5,1.5,0.5,0.5
5045,908,105,105,105,105.0,0.0,0.0,0.0
5046,907,103,104,104,104.0,1.0,0.0,0.0
5047,905,127,127,127,127.0,0.0,0.0,0.0

Event: DDSR_X_16+ (allow younger)
StationID,Entry,1,2,3,4,Calc'd Score,1 Diff,2 Diff,3 Diff,4 Diff
5026,1490,180,181,180,180.0,0.0,1.0,0.0
5027,1489,231,233,231,231.0,0.0,2.0,0.0
5028,1491,233,231,232,232.5,0.5,1.5,0.5
5029,1492,154,152,152,152.0,2.0,0.0,0.0
5030,1488,413,412,412,412.0,1.0,0.0,0.0
5107,1899,424,424,424,424,424.0,0.0,0.0,0.0,0.0
5108,1932,225,225,225,225,225.0,0.0,0.0,0.0,0.0
5109,1901,222,222,222,222,222.0,0.0,0.0,0.0,0.0

Event: DDSR_X_12-15
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5022,1474,201,201,200,201.0,0.0,0.0,1.0
5023,1473,237,242,242,242.0,5.0,0.0,0.0
5024,1471,224,225,224,224.0,0.0,1.0,0.0
5028,1470,127,126,135,126.5,0.5,0.5,8.5
5029,1468,181,185,185,185.0,4.0,0.0,0.0
5030,1472,144,153,145,144.5,0.5,8.5,0.5
5031,1469,159,159,156,159.0,0.0,0.0,3.0

Event: SRSR_F_16+ (allow younger)
StationID,Entry,1,2,3,4,Calc'd Score,1 Diff,2 Diff,3 Diff,4 Diff
5038,1289,305,303,303,303.0,2.0,0.0,0.0
5039,1285,316,313,315,315.5,0.5,2.5,0.5
5040,1293,298,300,296,299.0,1.0,1.0,3.0
5042,1283,392,392,392,392.0,0.0,0.0,0.0
5042,1286,215,219,218,218.5,3.5,0.5,0.5
5042,1288,294,290,292,293.0,1.0,3.0,1.0
5043,1292,303,342,302,302.5,0.5,39.5,0.5
5044,1290,352,354,351,351.5,0.5,2.5,0.5
5045,1291,297,297,297,297.0,0.0,0.0,0.0
5046,1284,371,364,365,364.5,6.5,0.5,0.5
5047,1287,303,305,307,306.0,3.0,1.0,1.0
5095,1881,396,396,395,396,396.0,0.0,0.0,1.0,0.0
5096,1882,369,370,369,369,369.0,0.0,1.0,0.0,0.0
5097,1883,347,348,348,348,348.0,1.0,0.0,0.0,0.0
5098,1884,328,328,327,328,328.0,0.0,0.0,1.0,0.0
5099,1885,338,338,338,338,338.0,0.0,0.0,0.0,0.0
5100,1941,328,328,328,331,328.0,0.0,0.0,0.0,3.0

Event: SRSE_F_12 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4940,347,311,310,311,311.0,0.0,1.0,0.0
4940,376,295,297,300,296.0,1.0,1.0,4.0
4940,356,389,387,384,388.0,1.0,1.0,4.0
4941,352,326,334,329,327.5,1.5,6.5,1.5
4941,357,307,306,307,307.0,0.0,1.0,0.0
4941,349,250,253,250,250.0,0.0,3.0,0.0
4941,372,280,286,279,279.5,0.5,6.5,0.5
4942,355,250,247,247,247.0,3.0,0.0,0.0
4942,369,271,269,271,271.0,0.0,2.0,0.0
4942,354,240,243,242,242.5,2.5,0.5,0.5
4942,362,331,327,328,327.5,3.5,0.5,0.5
4943,350,267,279,268,267.5,0.5,11.5,0.5
4943,374,284,283,285,284.5,0.5,1.5,0.5
4943,351,316,317,317,317.0,1.0,0.0,0.0
4943,348,331,327,332,331.5,0.5,4.5,0.5
4944,365,374,374,373,374.0,0.0,0.0,1.0
4944,368,252,249,248,248.5,3.5,0.5,0.5
4944,364,303,303,302,303.0,0.0,0.0,1.0
4945,353,367,367,364,367.0,0.0,0.0,3.0
4945,375,318,318,317,318.0,0.0,0.0,1.0
4945,377,267,264,267,267.0,0.0,3.0,0.0
4946,361,231,239,231,231.0,0.0,8.0,0.0
4946,346,209,215,203,212.0,3.0,3.0,9.0
4946,373,308,307,306,307.5,0.5,0.5,1.5
4947,363,321,321,321,321.0,0.0,0.0,0.0
4947,370,350,350,350,350.0,0.0,0.0,0.0
4947,371,320,317,317,317.0,3.0,0.0,0.0
4948,366,287,282,289,288.0,1.0,6.0,1.0
4948,360,367,368,357,367.5,0.5,0.5,10.5
4948,378,257,257,263,257.0,0.0,0.0,6.0
4949,367,323,322,323,323.0,0.0,1.0,0.0
4949,358,294,294,292,294.0,0.0,0.0,2.0
4949,359,345,345,345,345.0,0.0,0.0,0.0

Event: SRSE_M_13 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4940,779,361,360,360,360.0,1.0,0.0,0.0
4941,782,332,332,333,332.0,0.0,0.0,1.0
4942,784,291,290,290,290.0,1.0,0.0,0.0
4943,775,350,350,350,350.0,0.0,0.0,0.0
4944,778,338,337,322,337.5,0.5,0.5,15.5
4944,781,293,294,292,293.5,0.5,0.5,1.5
4945,774,345,346,346,346.0,1.0,0.0,0.0
4946,777,349,348,346,348.5,0.5,0.5,2.5
4947,776,379,377,381,380.0,1.0,3.0,1.0
4948,783,258,259,277,258.5,0.5,0.5,18.5
4949,780,318,318,319,318.0,0.0,0.0,1.0

Event: SRSS_F_10 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4930,39,65,64,65,65.0,0.0,1.0,0.0
4930,51,64,64,63,64.0,0.0,0.0,1.0
4930,35,61,62,61,61.0,0.0,1.0,0.0
4931,34,50,48,49,49.5,0.5,1.5,0.5
4931,53,45,44,43,44.5,0.5,0.5,1.5
4932,47,77,75,77,77.0,0.0,2.0,0.0
4932,55,47,47,47,47.0,0.0,0.0,0.0
4932,54,54,53,53,53.0,1.0,0.0,0.0
4933,38,56,56,56,56.0,0.0,0.0,0.0
4933,52,71,73,70,70.5,0.5,2.5,0.5
4934,50,56,56,55,56.0,0.0,0.0,1.0
4934,43,70,70,70,70.0,0.0,0.0,0.0
4935,41,52,54,52,52.0,0.0,2.0,0.0
4936,36,62,62,61,62.0,0.0,0.0,1.0
4936,56,50,50,51,50.0,0.0,0.0,1.0
4937,49,71,71,71,71.0,0.0,0.0,0.0
4937,45,70,70,70,70.0,0.0,0.0,0.0
4938,46,49,46,46,46.0,3.0,0.0,0.0
4938,44,70,69,70,70.0,0.0,1.0,0.0
4939,48,71,71,69,71.0,0.0,0.0,2.0
4939,42,60,58,52,59.0,1.0,1.0,7.0

Event: SRDR_M_8 and under
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4956,926,133,135,133,133.0,0.0,2.0,0.0
4957,924,102,103,103,103.0,1.0,0.0,0.0
4958,925,80,80,80,80.0,0.0,0.0,0.0
4959,928,97,100,96,96.5,0.5,3.5,0.5
4960,927,76,77,77,77.0,1.0,0.0,0.0

Event: SRDR_X_8 and under
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4951,923,9,9,8,9.0,0.0,0.0,1.0
4952,922,138,137,136,137.5,0.5,0.5,1.5

Event: DDSR-2x30,_M_9-10
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4966,1445,76,75,75,75.0,1.0,0.0,0.0
4967,1444,79,79,79,79.0,0.0,0.0,0.0
4968,1446,70,70,70,70.0,0.0,0.0,0.0

Event: DDSR-2x30,_F_8 and under
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4962,1420,107,106,106,106.0,1.0,0.0,0.0
4963,1421,99,99,99,99.0,0.0,0.0,0.0
4964,1795,12,14,11,11.5,0.5,2.5,0.5
4965,1422,58,58,58,58.0,0.0,0.0,0.0
4968,1817,89,89,89,89.0,0.0,0.0,0.0

Event: SRTU_M_11-14 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4971,886,38,38,38,38.0,0.0,0.0,0.0
4972,891,11,11,11,11.0,0.0,0.0,0.0
4973,888,162,163,163,163.0,1.0,0.0,0.0
4974,887,30,31,30,30.0,0.0,1.0,0.0
4975,889,38,38,38,38.0,0.0,0.0,0.0
4976,890,21,23,22,22.5,1.5,0.5,0.5

Event: SRSE60_M_8
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5002,734,110,110,110,110.0,0.0,0.0,0.0
5003,735,121,120,120,120.0,1.0,0.0,0.0
5007,729,84,86,84,84.0,0.0,2.0,0.0
5008,733,70,71,71,71.0,1.0,0.0,0.0
5009,731,98,96,98,98.0,0.0,2.0,0.0
5010,730,114,116,113,113.5,0.5,2.5,0.5
5011,732,118,118,118,118.0,0.0,0.0,0.0

Event: DDSR_X_30+
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5023,1493,169,169,169,169.0,0.0,0.0,0.0
5024,1494,128,127,128,128.0,0.0,1.0,0.0
5025,1497,167,167,167,167.0,0.0,0.0,0.0

Event: DDCS30_X_12-15
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5053,1576,72,73,72,72.0,0.0,1.0,0.0
5054,1575,104,104,104,104.0,0.0,0.0,0.0
5055,1811,56,58,57,57.5,1.5,0.5,0.5
5056,1809,73,73,72,73.0,0.0,0.0,1.0
5057,1810,60,60,60,60.0,0.0,0.0,0.0
5058,1813,82,82,82,82.0,0.0,0.0,0.0
5087,1812,78,78,78,78.0,0.0,0.0,0.0
5088,1814,48,49,50,49.5,1.5,0.5,0.5

Event: SRSS_M_12+
StationID,Entry,1,2,3,4,Calc'd Score,1 Diff,2 Diff,3 Diff,4 Diff
5089,1838,97,97,97,97,97.0,0.0,0.0,0.0,0.0
5090,1877,91,91,91,91,91.0,0.0,0.0,0.0,0.0
5091,1878,91,91,91,91,91.0,0.0,0.0,0.0,0.0
5092,1879,89,89,89,89,89.0,0.0,0.0,0.0,0.0
5093,1880,77,77,77,77,77.0,0.0,0.0,0.0,0.0
5094,1836,85,85,85,83,85.0,0.0,0.0,0.0,2.0

Event: SRSE_F_40-49
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4940,493,199,199,200,199.0,0.0,0.0,1.0
4947,489,344,343,339,343.5,0.5,0.5,4.5
4948,491,334,334,326,334.0,0.0,0.0,8.0
4949,490,347,347,348,347.0,0.0,0.0,1.0

Event: SRSE_F_18 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4943,466,364,366,363,363.5,0.5,2.5,0.5
4944,464,410,410,387,410.0,0.0,0.0,23.0
4945,460,373,373,373,373.0,0.0,0.0,0.0
4946,461,320,333,321,320.5,0.5,12.5,0.5
4947,463,438,437,438,438.0,0.0,1.0,0.0
4948,459,434,436,422,435.0,1.0,1.0,13.0
4949,462,386,386,385,386.0,0.0,0.0,1.0

Event: SRSE_M_14 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4943,787,391,393,392,392.5,1.5,0.5,0.5
4944,786,314,315,314,314.0,0.0,1.0,0.0
4945,785,307,307,307,307.0,0.0,0.0,0.0
4946,788,394,396,396,396.0,2.0,0.0,0.0
4947,791,319,318,321,318.5,0.5,0.5,2.5
4948,789,377,377,374,377.0,0.0,0.0,3.0
4949,790,316,316,302,316.0,0.0,0.0,14.0

Event: SRSS_M_9 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4931,661,66,67,67,67.0,1.0,0.0,0.0
4932,654,58,58,53,58.0,0.0,0.0,5.0
4933,657,62,62,62,62.0,0.0,0.0,0.0
4934,655,74,74,74,74.0,0.0,0.0,0.0
4935,656,52,54,50,53.0,1.0,1.0,3.0
4936,660,73,73,72,73.0,0.0,0.0,1.0
4937,659,44,43,43,43.0,1.0,0.0,0.0
4938,658,46,49,47,46.5,0.5,2.5,0.5

Event: SRDR_F_12-15
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4951,1021,127,127,126,127.0,0.0,0.0,1.0
4951,1003,80,80,80,80.0,0.0,0.0,0.0
4951,1024,137,136,0,136.5,0.5,0.5,136.5
4952,999,167,168,167,167.0,0.0,1.0,0.0
4952,1011,124,125,124,124.0,0.0,1.0,0.0
4952,1006,150,152,153,152.5,2.5,0.5,0.5
4953,1799,70,74,68,69.0,1.0,5.0,1.0
4953,1013,162,158,161,161.5,0.5,3.5,0.5
4953,1000,153,151,151,151.0,2.0,0.0,0.0
4954,1025,119,118,118,118.0,1.0,0.0,0.0
4954,1009,152,152,156,152.0,0.0,0.0,4.0
4954,1012,148,150,151,150.5,2.5,0.5,0.5
4955,1022,97,98,98,98.0,1.0,0.0,0.0
4955,1010,128,128,128,128.0,0.0,0.0,0.0
4955,1023,103,103,104,103.0,0.0,0.0,1.0
4956,1002,158,158,159,158.0,0.0,0.0,1.0
4956,1008,157,157,157,157.0,0.0,0.0,0.0
4957,1019,113,112,119,112.5,0.5,0.5,6.5
4957,1026,102,102,102,102.0,0.0,0.0,0.0
4958,1004,123,124,125,124.5,1.5,0.5,0.5
4958,1015,134,135,0,134.5,0.5,0.5,134.5
4958,1005,119,117,114,118.0,1.0,1.0,4.0
4959,1016,151,150,150,150.0,1.0,0.0,0.0
4959,1020,154,153,155,154.5,0.5,1.5,0.5
4959,1014,163,164,162,163.5,0.5,0.5,1.5
4960,1017,139,140,143,139.5,0.5,0.5,3.5
4960,1018,128,129,128,128.0,0.0,1.0,0.0
4960,1001,151,150,151,151.0,0.0,1.0,0.0

Event: SRDR_F_16-18
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4951,1051,151,150,151,151.0,0.0,1.0,0.0
4952,1054,140,140,141,140.0,0.0,0.0,1.0
4952,1053,102,103,104,103.5,1.5,0.5,0.5
4953,1041,174,172,171,171.5,2.5,0.5,0.5
4953,1045,163,162,162,162.0,1.0,0.0,0.0
4954,1043,113,108,111,112.0,1.0,4.0,1.0
4954,1046,144,144,143,144.0,0.0,0.0,1.0
4955,1042,145,144,144,144.0,1.0,0.0,0.0
4956,1047,152,145,154,153.0,1.0,8.0,1.0
4957,1052,95,94,96,95.5,0.5,1.5,0.5
4958,1049,153,154,154,154.0,1.0,0.0,0.0
4960,1044,164,163,164,164.0,0.0,1.0,0.0

Event: SRDR_M_19+
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4959,1067,181,182,181,181.0,0.0,1.0,0.0
4960,1068,158,158,158,158.0,0.0,0.0,0.0

Event: SRTU_F_11-14 (S)
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
4971,882,81,81,81,81.0,0.0,0.0,0.0
4972,881,81,81,82,81.0,0.0,0.0,1.0
4973,880,150,150,151,150.0,0.0,0.0,1.0
4974,884,88,87,88,88.0,0.0,1.0,0.0
4975,885,31,31,30,31.0,0.0,0.0,1.0
4976,883,59,59,61,59.0,0.0,0.0,2.0

Event: SRSR_X_30+
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5043,1303,192,189,193,192.5,0.5,3.5,0.5
5044,1300,222,222,207,222.0,0.0,0.0,15.0
5045,1302,200,199,201,200.5,0.5,1.5,0.5
5046,1301,228,225,230,229.0,1.0,4.0,1.0
5047,1807,283,284,285,284.5,1.5,0.5,0.5

Event: SRSR_F_12-15
StationID,Entry,1,2,3,Calc'd Score,1 Diff,2 Diff,3 Diff
5038,1264,329,329,322,329.0,0.0,0.0,7.0
5039,1271,250,248,249,249.5,0.5,1.5,0.5
5040,1267,343,343,342,343.0,0.0,0.0,1.0
5041,1268,272,265,273,272.5,0.5,7.5,0.5
5042,1800,245,246,242,245.5,0.5,0.5,3.5
5043,1265,288,281,280,280.5,7.5,0.5,0.5
5044,1272,265,265,248,265.0,0.0,0.0,17.0
